0,0,298,240,0,255,0
298,240,1,598,0,255,0
299,240,596,240,0,255,0
65,52,66,520,0,255,0
66,520,588,240,0,255,0
588,240,66,52,0,255,0
296,240,120,490,146,192,250
296,240,179,459,100,115,67
296,240,214,441,221,177,18
296,240,246,424,221,177,18
296,240,283,405,138,162,8
296,240,313,387,53,219,139
296,240,345,370,136,190,75
296,240,366,358,214,207,185
296,240,395,342,35,153,190
296,240,418,331,49,66,91
296,240,452,314,57,214,193
296,240,493,293,251,197,126
296,240,525,274,172,192,21
296,240,560,255,15,121,98
296,240,66,462,15,121,98
296,240,63,439,64,53,3
296,240,64,383,214,16,31
296,240,63,355,192,205,106
296,240,64,334,231,218,223
296,240,64,309,136,84,70
296,240,65,270,244,172,228
296,240,63,234,234,134,55
296,240,64,192,167,90,202
296,240,65,157,158,64,6
296,240,67,121,236,185,238
296,240,69,86,232,216,117
296,240,146,77,232,216,117
296,240,214,99,90,71,143
296,240,250,115,159,91,125
296,240,298,131,57,236,99
296,240,344,153,113,230,1
296,240,324,142,38,86,54
296,240,369,159,241,176,193
296,240,415,177,163,148,95
296,240,440,187,10,212,209
296,240,481,199,70,76,34
296,240,507,210,203,29,208
296,240,543,224,137,186,120
0,0,597,0,0,255,0
0,0,597,0,0,255,0
0,0,597,0,0,255,0
0,0,597,0,0,255,0
0,0,597,0,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,3,0,255,0
0,0,597,4,0,255,0
0,0,597,6,0,255,0
0,0,597,6,0,255,0
0,0,597,6,0,255,0
0,0,597,6,0,255,0
0,0,597,6,0,255,0
0,0,597,6,0,255,0
0,0,597,7,0,255,0
0,0,597,8,0,255,0
0,0,597,8,0,255,0
0,0,597,8,0,255,0
0,0,597,8,0,255,0
0,0,597,8,0,255,0
0,0,597,8,0,255,0
0,0,597,9,0,255,0
0,0,597,10,0,255,0
0,0,597,10,0,255,0
0,0,597,10,0,255,0
0,0,597,10,0,255,0
0,0,597,11,0,255,0
0,0,597,12,0,255,0
0,0,597,12,0,255,0
0,0,597,12,0,255,0
0,0,597,12,0,255,0
0,0,597,12,0,255,0
0,0,597,13,0,255,0
0,0,597,13,0,255,0
0,0,597,13,0,255,0
0,0,597,13,0,255,0
0,0,597,15,0,255,0
0,0,596,16,0,255,0
0,0,596,16,0,255,0
0,0,596,16,0,255,0
0,0,596,16,0,255,0
0,0,596,16,0,255,0
0,0,596,18,0,255,0
0,0,596,18,0,255,0
0,0,596,18,0,255,0
0,0,596,19,0,255,0
0,0,596,20,0,255,0
0,0,596,20,0,255,0
0,0,596,21,0,255,0
0,0,596,21,0,255,0
0,0,596,22,0,255,0
0,0,596,22,0,255,0
0,0,595,23,0,255,0
0,0,595,23,0,255,0
0,0,595,23,0,255,0
